# time x y z qx qy qz qw
0 -12.524961913532238 11.913355793789743 -6.059937181846658 -6.565128803633953e-05 -0.7071707369881238 3.1175596215518266e-05 0.7070428158645441
1 -12.5277756180452 11.926707794911707 -5.112374581441175 -0.06402933458531096 -0.7720262167536435 -0.012923231105103104 0.6322252407610962
2 -12.501176297764179 11.876724672986409 -5.152428394501985 -0.4392580602921042 0.5733480516400912 0.4863632104526688 -0.49170641206628807
3 -12.63431293878061 10.960501150921326 -4.9740072060396985 0.5137977277839308 -0.4934985327334662 -0.4860198576754727 0.5062171382510652
4 -12.587088119713535 9.931310111890111 -5.018783455512222 0.5237312978726993 -0.48105038113282633 -0.5188819929996029 0.4744022931872263
5 -12.637033055009736 9.902554205515095 -5.045139000160859 -0.6741317172015994 0.7355438533204607 0.062375532423073726 0.02511893031657455
6 -12.673070747271376 8.96118479195728 -5.187146744400537 0.7487734918195396 -0.6587164906483688 -0.00562314586096648 -0.07347940614143762
7 -12.620371953260713 8.968077058875625 -5.232638565395865 -0.04373365550192523 0.9981396126184199 -0.021763399075666188 -0.036483360029788726
8 -13.605228307343362 8.888927895011717 -5.126571029925965 0.013739452236002706 0.9998974858951392 -0.0040208407116911005 -0.0002792719205049611
9 -13.598712156872395 8.932743398670608 -5.10822254375626 0.7304952713791367 0.6806761882857199 0.04526911312792675 -0.03173787311960884
10 -13.486321372315357 9.909434535822218 -4.9618721592637245 0.7298610492049665 0.6809112709394681 0.05993283928214722 -0.008410989038441086
11 -13.397490687538701 10.92169354453695 -4.861853619502161 0.7062614738057617 0.7022913529319139 0.046584518686553285 0.07623299045372532
12 -13.441711786142367 10.874259391210252 -4.893887960286771 0.4166482609540254 0.4921952107087142 0.5816568574535639 -0.4958058101481218
13 -13.615821695883884 10.667439317965488 -3.9393687291297534 0.43830264605735686 0.4849950682772445 0.5688377326866692 -0.49909338612905013
14 -13.761192998885322 10.507403943867699 -2.9899511470337368 -0.47739902999664985 -0.49960866575543594 -0.49882538600776394 0.5231200450513582
15 -13.812081170627568 10.479412787605293 -2.0440309233509244 -0.4982001513401709 -0.5287814583589164 -0.44869741167131927 0.520439632675981
16 -13.777591303918221 10.541252982430914 -1.0309438050853037 -0.41097228546890285 -0.5888079710837509 -0.4400410423105482 0.5392317079391272
17 -13.831838317111503 10.611991667103982 0.013928581995271624 -0.42367698338577314 -0.5469338473989079 -0.45086887181482116 0.5639844330715073
18 -13.81745011728331 10.572604604275433 0.9673362859091406 -0.47357505181137216 -0.51382423031704 -0.501185134032995 0.5104162929073611
19 -13.895515352749381 10.566773555367822 1.9447006231666386 -0.4509889769380434 -0.575386211836897 -0.4322646403902996 0.5279080701946198
20 -13.884264548405334 10.595884603328017 2.923571240875337 -0.5284263285206515 -0.5112063558644078 -0.42758456265128314 0.5259326181483039
21 -13.714716493982973 10.663511937134201 3.932991908989595 -0.4743852325488066 -0.49577578776347575 -0.5254408628623009 0.5030675094275551
22 -13.783920880213305 10.618759463486967 4.875199365121196 -0.47557460379878796 -0.5053526138595982 -0.47108111783173995 0.5445457853195559
23 -13.808223246734203 10.603085519929586 4.87782206346419 -0.03211007403474409 0.7692621576238229 0.6377679425531947 -0.021371182580491498
24 -13.827361964769342 10.625524721056268 4.866503194337237 0.503998084919539 0.5813114351606136 0.4952161118621671 -0.40351449577563175
25 -13.770145248984154 10.575265123763632 4.835689547177357 -0.026065365351873523 -0.7176488961812552 0.07015060352674633 0.6923724080028982
26 -13.769663459528253 10.768617570154587 5.874569960761744 -0.051432356053698815 -0.7578133236641469 0.027630649118222918 0.649854003955634
27 -13.734227233420466 10.783959648686048 5.8340464547270035 0.5216890267305654 -0.4949424570542981 -0.4814552980681526 0.5010721700075479
28 -13.711736530087503 9.767544461607516 5.834938421739515 0.5171085024878841 -0.5106715361323122 -0.49429557235591076 0.476954155017382
29 -13.744029780074323 9.782199800114766 5.835021688345842 0.04219870524268268 -0.0521213401937368 -0.7060234229249344 0.7050060719267657
30 -13.787922110623944 8.782835323441402 5.8845349821123865 -0.025160280680341564 0.02140552196505549 -0.6867664748939639 0.7261271051731975
31 -13.827557822666572 8.734501441032233 5.913462854954272 0.5476531767569183 -0.44297892865055594 -0.43704431898591806 0.5593191664888678
32 -13.604875712956625 7.781797237305198 5.922900535505613 0.49814212904793775 -0.5292499061055715 -0.4406795877589904 0.526830577213772
33 -13.595918522854298 7.766590290924533 5.902928965087502 0.723039532166705 0.0264127338640276 -0.6902235804679092 0.010373590508548424
34 -13.598377365944172 7.788545461906039 4.876790439666785 0.7224559397947767 0.020825979584101217 -0.6903757782789656 0.03170139421732825
35 -13.512185192259112 7.770286924227064 3.9279958842976352 0.7315570149995353 0.11294406916684557 -0.6717668049866801 0.028237045932476935
36 -13.426495920501475 7.9525539306424795 2.9080102111129698 0.6962464341635098 0.09479302184423447 -0.6955846971969123 0.14972346158741012
37 -13.411570564494705 7.86540210823658 1.9029580401168023 -0.674886573288938 -0.05902519275680345 0.7342610011874454 -0.043645411552051906
38 -13.548716241744891 7.905267482615988 0.9656717233967274 0.7221349167510084 0.010835347697372918 -0.6916600786200163 -0.0031769313249323562
39 -13.504638773212177 7.919813512606703 -0.014006220359109485 -0.693960867788985 -0.01156635781963541 0.7189269892530449 0.03779573346158223
40 -13.564721402778206 8.021137955532902 -1.048167314176861 -0.662405080700845 -0.08790673281473498 0.7437288937016547 0.01895384026675806
