# time x y z qx qy qz qw
0 4.025567818774849 3.1725527405840475 -8.993271777472794 -0.005265160264752587 0.0009288250124491878 -0.6872773129360766 0.7263754611045509
1 4.447244335216046 1.992511237425143 -8.777750924723788 -0.05281185289882729 -0.006872791463342811 -0.5100984213190056 0.8584656507390102
2 4.799486189637198 1.8418342485291583 -8.704980063819145 -0.621549944713498 0.029046093685153103 -0.26472673076606507 0.7367168714548297
3 6.029495300176223 1.4031118793827264 -8.3779418167468 -0.4746426720271569 0.16887678365624004 -0.511805423616644 0.695880862065794
4 6.542015993602534 0.3402414777457579 -8.059089988442793 -0.5453079876891445 0.2423273404957927 -0.4947425079460958 0.6317804281883529
5 7.081631147089297 -0.4879468120420963 -7.703110794945941 -0.4846902328359396 0.1288298032239968 -0.6006324542853247 0.622670791714127
6 7.359876650851145 -1.3803904362142465 -7.206159043515006 -0.4778933494969851 0.07824870339483665 -0.6030359827377397 0.6339106328553789
7 7.424560433823297 -1.4373235821022217 -7.272365692760331 -0.04254216590889291 -0.4891850008690198 0.8276453968729489 -0.27182953496552825
8 7.349069549961099 -1.5093692288877067 -7.2341456513984355 0.29124000150367013 0.12255119035020884 -0.38667611261680523 0.8663960129175601
9 8.029384235808022 -2.0307575654578773 -7.714681146264706 0.3539135614243185 -0.023556355894502518 -0.3070587346808742 0.8831224278621324
10 8.839222040364955 -2.569031237708188 -7.863238200854087 0.40631360233889363 0.03566141026352478 -0.2630492050785114 0.8743241024242504
11 8.818658687698852 -2.5255644381459845 -7.894976250252047 0.8985675298763244 -0.15934022449070165 -0.23893297621117188 0.331810367514466
12 9.585153989751221 -2.9085156817617914 -8.139470480918487 0.8550744228844362 -0.06052043109209245 -0.40568053516041913 0.3171881336702747
13 9.529604611478897 -2.9316384198486882 -8.148751081460382 0.913098067000152 0.26484198750871796 0.2924465626782346 0.10288658644693828
14 10.25215349043987 -2.3904342278218413 -7.737871880386739 0.9087490507020318 0.20894508743426296 0.32096391454431833 0.16582906514128185
15 10.966628907082248 -1.9833615247270093 -7.172181539989075 0.9199170335006518 0.24568624975745765 0.29135101317466233 0.09222529629974012
16 10.982957945471647 -2.039097776182765 -7.203206406856272 0.3905143737820677 0.8982361795512985 -0.016939801829080708 0.2009560467581853
17 10.409045294247901 -1.3398060089686867 -7.600254181111819 0.5779675090103379 0.7997323501702831 -0.06846352030268074 0.14729043759614735
18 10.427292642633784 -1.3659407827660486 -7.571932961413591 -0.14630819761566882 0.9711963636053239 -0.14721593853816842 0.1170427360863383
19 9.454644510804119 -1.6442513169089406 -7.733434373144044 -0.09924581010686845 0.9312001332025267 -0.11824235349944204 0.3302049771562212
20 9.516783945805226 -1.566787898296918 -7.716078388561924 -0.3513786643266491 0.6314206904445793 0.5951385259625189 0.3516405563208995
21 9.03820165038363 -1.524889457218562 -8.599011957231022 -0.2737019079529586 0.7391277785417909 0.5815646142268434 0.20139511426539314
22 8.296942104640644 -1.5410661322008128 -9.243337931445492 -0.30302644841060744 0.709002213485285 0.6258762309585038 0.11734469036900583
23 7.519933465202373 -1.765294581306137 -9.737967002830107 -0.3426038895202146 0.7023122953254407 0.6116178097431282 0.12370800105632017
24 6.711640520424195 -1.986544835832956 -10.398492674691248 -0.2132746435533616 0.6289315363575356 0.7131842888283756 0.22433728883201956
25 6.756683247707604 -1.976199934846197 -10.42181311574583 0.304095401328004 0.5881533792132183 0.6275681863286572 -0.4095848641238987
26 6.2919142907623185 -2.121490843872972 -9.590581822981417 0.20160166840572485 0.6553644774624254 0.6073312974965951 -0.4012516218752676
27 5.579267633297837 -2.3234841949773504 -8.785865679140816 0.0341632306499253 0.7298036307095453 0.5898051431683725 -0.34401951596800706
28 4.782885002196026 -2.6648409881310107 -8.232242825548907 0.16147548209967671 0.7987448324486461 0.5017248233500596 -0.2901802249492766
29 4.008977225849895 -2.6964500730510332 -7.5509349937145736 0.2825005225720226 0.7789359715304576 0.49088613170494555 -0.26922669388861026
30 3.3005322456788857 -2.6375847718023597 -6.772955519855092 0.3837893251252575 0.7843270100201164 0.43781223536660197 -0.2141432740856042
31 2.626741106320694 -2.150314303275744 -6.124111977050021 0.39808734245472227 0.7880776609287177 0.41117050258497684 -0.22671322397794924
32 1.9837886263158744 -1.709583199315221 -5.401889718891886 0.4093830275012984 0.7633816629075953 0.4537866342253259 -0.20912117092431343
33 1.2865160189432152 -1.2585562700516904 -4.622155141520907 0.41971475449698875 0.7066756734805197 0.4945338571507089 -0.2826398441480402
34 1.1775561039143532 -1.2903122498552773 -4.674707465830749 0.4387239368601252 0.23781474809536182 0.8647901262003569 0.0557089798925025
35 0.5759597010134571 -1.0872021516109687 -3.933920797555596 0.35486621540870106 0.23151070916340477 0.9041113818384837 -0.055275400806056675
36 0.633448790229672 -1.0378319395552889 -3.8250993414856866 -0.4474404975925977 0.18056530599363071 -0.6004032404101488 0.6377375010852881
37 0.8534274119748142 -1.9966286464967287 -3.4554494068086203 -0.4573003527183293 0.11686437089215196 -0.5709839148086001 0.6717116012467841
38 0.8617352435512046 -2.0079456727160294 -3.3779952127953337 -0.03271255714102609 0.6482334146594977 -0.6367261190735503 0.4162969829505339
39 0.7690537590569105 -2.104023226624307 -3.408339568637886 -0.2100066168033803 0.9199999522971324 -0.12245367019846172 0.30741243847150884
40 0.7507582134488229 -1.9521758144495505 -3.3372355544018597 0.7911304972375448 -0.4627999671791553 0.3804191918815629 -0.12332868752981543
41 1.1372525886122078 -2.8606159062706067 -2.831333389501361 0.8233048037502719 -0.45064687317899105 0.34441773340615756 -0.0215179165136799
42 1.5144793630788385 -3.637001944313849 -2.20723302739072 0.7889274569746676 -0.5841862840376537 0.18841130639356815 0.02865366986671424
43 1.486267708198976 -3.652861728115202 -2.2033964135900597 0.5135374404584235 -0.3942077762974544 0.664290307525514 0.3736280418834819
44 1.2655663797901846 -3.532184518950756 -1.2567445022141794 0.3249288423424389 -0.44551974758540397 0.7644998300854761 0.333876341966181
45 1.1711440079842872 -3.4925273330034536 -1.2023442699507014 -0.3349727984822747 -0.14239709653994853 0.7002221876047412 0.6141703177132363
46 1.2301744762840003 -2.489864723399295 -1.4754654100628126 -0.28474446302148904 0.03986576761144601 0.7440453419167292 0.6030985330137769
47 1.0870473710425412 -1.6253209096085268 -2.0324877821041216 -0.38351986098404806 -0.05829397361292689 0.7652341545858156 0.5137421702824504
48 1.1782589653884796 -1.7181082546464415 -1.9967423701470952 0.0739986908022158 0.46921129602418804 0.48528424876426596 0.7340736688808298
49 1.4083000241482535 -0.8576978749041843 -2.564240789627858 0.14667492315625277 0.3655037068238643 0.5216597386274726 0.7568121459848797
50 1.6283402837405083 -0.05667397332344056 -2.845848563737966 0.2407079284486376 0.5974611878097326 0.4980974819090448 0.5805159091349832
51 1.311361706849491 0.7957436917893399 -3.371394165723823 0.14423825865703516 0.5102088460239703 0.66491742608656 0.5260865657521527
52 0.8099679852934955 1.561650390557972 -3.6946416867243697 0.1515998228228416 0.48983448146114866 0.665201026682608 0.5427589415128747
53 0.783125516310774 1.4970242387225172 -3.6967833666973875 0.46577071978668205 0.1748441252639638 0.8672758793497664 0.017880647308333227
54 0.796547111361528 1.5911048302730335 -3.681291578728726 0.8613025840747935 -0.06722039494215078 0.4174432043399242 0.28174536077870094
55 1.4223686785819887 1.6234315535723614 -2.8996410828414905 0.8697387534134295 0.11516581795452129 0.38399440723458755 0.28781874573814314
56 1.2983761355570655 1.6002264879989536 -2.9266677102481866 0.46951533963529246 -0.23557337641148463 0.4048716962698038 0.7484246386463108
57 1.8037634280993806 1.9897965319178619 -2.1642142128889086 0.46762784328599705 -0.28821029527195685 0.4242761215822789 0.7198949913272336
58 1.7037892654985076 2.015687024338091 -2.116456027728999 0.5232667700443752 0.2672507672496799 -0.32251548741190056 0.7421271286991523
59 1.6177509340379626 2.031735018911196 -2.1160602846821126 -0.11154778050369961 -0.5753157870490601 0.7946520085125476 -0.15842040021345988
60 0.6646993646030881 1.9961286135321086 -2.480404170359553 -0.09638433714779536 -0.5476976781732484 0.7986296497655064 -0.23006085149724442
61 0.6316346180237645 1.8711044196841413 -2.4455752854131463 0.6743096308142462 0.6089084230606537 -0.40852960000353666 -0.08741064030135681
62 0.6175348268365817 1.8461732658348398 -2.542559277967894 0.7454207800955284 0.4356787160991712 0.19927690501461404 -0.4634874670018046
63 1.1756896950840336 2.3684821710639143 -1.8557207346342985 0.7965423044505366 0.3201485849010328 0.21916708673616908 -0.46367125088587846
64 1.244709458484313 2.325398750525227 -1.89638142689005 0.7956333032734202 0.5441340495871516 -0.21332592302728787 -0.15930421641208328
65 1.6235398864354047 3.2961807589302268 -2.0808945772082 0.8091173243896708 0.4906417165573491 -0.2900267868939946 -0.14312345800078832
66 1.9762565284646185 4.169462120696173 -2.351597972839316 0.742330373033418 0.49995637097133844 -0.2681264140403686 -0.35650732179169686
67 1.9821446251530206 4.1315274129098 -2.3398542648503313 -0.6198098345476959 -0.0941612697700525 -0.31779391432425785 0.7113202178285919
68 2.786028846258489 3.8424646970217187 -1.7981717517429752 -0.6761285991499386 -0.10124128418071468 -0.3677027345809232 0.6303927496178021
69 3.557427915113143 3.4109879879791047 -1.2108486842954773 -0.7259553693891401 -0.297651539107731 -0.13618791999948449 0.6048513977565808
70 3.558796993835178 3.37405334664214 -1.1075565204392648 0.9646589581748087 -0.1494111473234366 0.18746154532936896 -0.10939640072375008
71 3.497369942425548 3.364492353255785 -1.11464440580981 0.4491244440781579 -0.12176833638164082 0.8355080882825999 -0.2922087274546874
72 2.9570685744571277 2.7812625745319126 -0.4945316656486333 0.47613765428638105 -0.18599594119686327 0.7292888305440427 -0.4547925303615464
73 2.8700481224810352 1.9810208019599993 0.07380108073193926 -0.4369150455193986 0.28962309637367795 -0.6727546223271517 0.5221349664436884
74 2.9580027633512618 1.9859359418236504 0.11608290652308796 -0.47358844870540523 0.8439460522344644 -0.007449230713846763 -0.25182047401361723
75 2.489954953148267 1.2262515003316028 0.5683339490358048 0.36203684941541214 -0.5369179583695517 -0.5527636846324955 0.5245004619608495
76 2.4515811519810806 1.2524684061421054 0.5858999483474199 0.46215594835380597 0.48829969586879723 0.6818892015296462 -0.2881013766938581
77 2.0475080857318675 1.324272455578373 1.5809210046857736 0.6204079164847758 0.1425807217247625 0.721172584007571 -0.2732670105067736
78 2.0509559247384064 1.081107485586333 2.5665472159065392 0.7540212202091079 -0.027724926156523454 0.5773990134884454 -0.3119193920976272
79 2.420634226112823 0.7096061362066295 3.5191675586064792 0.8092623281577657 -0.32699002652208453 0.372009730040048 -0.31588093886033963
80 2.986316321714708 -0.06299094217310619 3.872300554938485 0.6835707897065058 -0.6575283461679252 -0.11401249332126501 -0.29561563018955217
81 3.0189393672750984 -0.9175986112433406 3.3273542394707327 -0.2509727178192538 0.42505474385229586 0.819188560865488 0.29201243361577367
82 2.2060041706576414 -0.582913037541302 2.7414225757505966 0.08526153444107458 -0.11829819692745576 0.9648709543731604 0.21854072562223392
83 2.2677046011943154 -0.6983293730384271 2.672970528150189 0.19772679384001124 0.7330823052338967 -0.3769445437628295 0.5304783310165847
84 2.251004064327807 -0.7590107358845891 2.620760069535379 -0.2897520578526448 0.7806808646610657 0.43477090336901886 0.34286352110700846
85 1.65869111186743 -0.9099826851876758 1.9127659445630885 -0.18804346050783852 0.8648295275947766 0.4479933976633689 0.12653640112814485
86 0.7900543801240095 -1.1593149041852777 1.5489757321406343 -0.29243695838964545 0.7993585095169969 0.5205610483556298 0.06725171793691424
87 -0.059482994396453416 -1.642859912308943 1.1808979064933114 -0.3643493785342115 0.8062591253149032 0.4317659780283758 0.17542489397283553
88 -0.7249137206946638 -2.080848623205394 0.5397847909434959 -0.16258454608689565 0.9444040080038621 0.1302365714350371 0.2543732896764221
89 -1.568160122046396 -2.3212782629251167 -0.07949300165902934 -0.03373523856043352 0.97566796997525 -0.15437492535977174 0.15199450142623513
90 -2.4679675069351306 -2.456667605170239 -0.358479188988524 0.16201434418386787 0.8047759966412523 -0.5208597085271692 0.23407714869619656
91 -3.2792751419717683 -2.481087700818279 -0.7911997663697737 0.17966115632705995 0.7478096690746996 -0.6340352792562916 0.08063394076943227
92 -3.205446255832694 -2.428507229329026 -0.7290169647470705 -0.19373475602716414 0.6435105748313107 -0.6190821373540529 -0.40632289081038675
93 -3.75955541337618 -2.180169947828149 0.07174954169494027 0.047302738307216464 -0.4914490845046278 0.6453154095836822 0.5829307595607259
94 -3.692036057926988 -2.1273532625550393 0.06822437652969472 -0.4337357447795521 0.06333236068893312 0.4759334669620226 0.762462884877424
95 -3.663101035822355 -2.113985919117987 0.06032479069420117 -0.19837116341642164 0.47529226528127483 0.8318598468325689 0.20677364270212126
96 -3.610934711595105 -2.1461331138804502 0.10179917515438242 -0.6363387271381988 0.2584441658941504 0.36020899677800267 0.6312916252411379
97 -2.930729879110239 -1.8709026989282564 -0.6847115263429642 -0.7631372738003669 0.39523606778232195 0.06483529737294812 0.5071551402431765
98 -2.8678257061128067 -1.8809839715011045 -0.6766671811341901 -0.2349954400890354 0.5176936320050657 -0.5109607489872624 0.6447399161779414
99 -2.9115695412200835 -2.764865380766899 -1.1128282117422656 -0.33094448756914924 0.3999645092304826 -0.5583699835881563 0.6470912601259377
100 -2.7827054987964708 -3.7305713674064145 -1.2126417167561347 -0.2877933011024517 0.4098015224231671 -0.6134206126070145 0.6106986819119894
101 -2.835921441652024 -3.761359773516788 -1.2811986301890095 -0.32537927882458834 0.11006438223352515 -0.1450464277853423 0.9278877574695416
102 -1.8537729657603081 -4.013244005797279 -1.422353970798318 0.2769243391893782 0.13641359292989758 -0.06412765355334563 0.9489951981323322
103 -0.8917191766853134 -4.028393086433746 -1.6764287340736224 0.44444781498317665 -0.03144450858355283 0.11154121399600052 0.8882769501776556
104 -0.8643250428922914 -4.10924309098067 -1.635856420607385 0.03391813229050173 -0.002854532505188829 0.16129703694078454 0.9863187506177828
105 -0.8720253176113815 -4.122925151421349 -1.6503743407952987 -0.41282070060399356 -0.1035194148027534 0.15270140275600916 0.8919333391616611
106 0.07662236745137078 -3.769601688175207 -1.5910975455128962 -0.11984141269686377 -0.16648578409954534 0.14645577886092614 0.9677144332569495
107 0.9435227995107391 -3.4457706327016426 -1.2554087494244253 0.16464504805167912 -0.33297366721779326 0.23149830243111955 0.8991268437006563
108 1.5956871104604553 -3.094129895105447 -0.6001016734367303 0.47075399441990307 -0.3176839683182417 0.32989737241911804 0.7540791050561221
109 2.235157348371876 -2.902378329542196 0.2018068914411235 0.5054759451830019 -0.35971944817069396 0.3070188570966827 0.7216892744361447
110 2.2477415485915246 -2.8037267239214496 0.23651126017283605 0.17181014028517866 0.2689804817161683 0.5808715194020155 0.7488117614584582
111 2.430573823829888 -1.804276984412454 0.06607554433410351 0.2139289724483533 0.4164337307756583 0.5780651728172955 0.6683247702989684
112 2.5522171790858543 -1.8319476403017485 0.18089320567334888 -0.37300634799143884 -0.1358152451371185 0.6399776957500635 0.6579126328691928
113 2.6160789632683166 -1.8915244715702648 0.15099134822536892 -0.17290738095126842 -0.332067534942475 0.17402198155924528 0.910796651170828
114 3.3318254005539707 -1.3520937116666487 0.7443722925148197 -0.20346932415163055 -0.2026874041929022 0.24947135877210833 0.9248146254591888
115 4.1443635501706835 -0.83926715700077 1.0997871379705508 -0.1395364912712912 -0.28803591548727053 0.23235854378149604 0.918463056483411
116 4.9138786263265715 -0.32127674269784073 1.5848897254567493 0.023311274770167822 -0.29025857115752374 0.2593791852435204 0.9208305949525081
117 5.658508617533972 0.10172718262131092 2.085037115810622 0.007633697014251056 -0.3012425662888687 0.24668644788760646 0.9210539828664693
118 6.368744838841166 0.586824223419405 2.627301359951213 0.09108426152297514 -0.194673618338734 0.21672339926645423 0.9522797949321997
119 7.211239705374758 1.0376699572453643 3.052079425571542 -0.010154885341305294 -0.1987265433018142 0.2928658547400649 0.9352188141918384
120 8.108969787348569 1.5687620203474193 3.381464514828429 -0.11547075582176117 -0.2679166956118819 0.3053357339106315 0.9064531087483882
121 8.15726126533851 1.5626025138839044 3.3369132540089934 -0.39340246081825586 0.3924748549736636 0.08725320991363503 0.8267919142053276
122 8.176164568277633 1.570316831936205 3.381661212300509 0.8771293883942328 -0.3109240467205519 -0.23316188915961494 -0.28214500993211816
123 8.887820877936125 1.0926833720726896 2.761332009049384 0.817830800596109 -0.3996159820646966 0.020067813381449865 -0.41359053584539685
124 9.572854505205672 0.36040590267724404 2.457334202221005 0.83431260602754 -0.5452238649835186 0.019112567265215447 -0.07929768123029275
125 9.971953025308302 -0.6775191491842114 2.472721692464152 0.7913018154410699 -0.30353001592298795 -0.07430678408633332 0.525537313758218
126 10.791953334089083 -1.2442048061988071 2.6845006080550897 0.15256813710460737 -0.01974588693650202 -0.4504145341006067 0.8794656394427549
127 11.346448512381405 -2.0166032016766806 2.5640843930304014 -0.4123932032289723 0.2979312692636216 -0.49436009269510633 0.7048240230554014
128 11.774894273565359 -2.9440840646973556 2.4942604363736796 -0.4964794415482993 0.4724436124827525 -0.2736063738066379 0.6748664677967917
129 11.800199946883524 -3.006920956632849 2.4947180742665673 0.6999694583331655 0.10273105031888302 0.5402250413686833 -0.4556818993325917
130 12.193504200910445 -3.3812147865902547 3.3634475775866046 -0.6949096051261001 -0.27150156734728786 -0.2543556374040684 0.6153785415110158
131 12.278850103292788 -3.304485045648451 3.4461747712706075 -0.42669822945185043 0.18619375293602547 -0.5107500900591889 0.7227688792793899
132 12.329688494212814 -3.2618177132562995 3.4740398968517794 -0.20393493041224944 0.5628299034243803 0.14451815577600213 0.7878753369792438
133 12.713516031396964 -3.2258267077047815 2.564881282632051 -0.11715520103369846 0.6229847177277126 0.17712455819585324 0.7528556244276854
134 12.721469040804429 -3.1876905175769883 2.6029460199608088 0.6914699837136228 -0.2865693692027893 -0.5010887225381779 -0.43434703913213724
135 12.979818948515485 -3.0824963921404436 1.6949716166744926 0.7349457817289056 -0.36823588902782156 -0.29797718806273743 -0.48524903229682154
136 13.01312198451964 -3.1299586176031022 1.7572433158988305 0.8835266805415072 0.16184523549798516 0.06920345125756419 -0.43404793151442334
137 13.927395464169962 -2.936994305742351 1.9856605571625778 -0.8394991720399814 -0.17496229893149665 0.032465051083046134 0.5133959043028737
138 13.9397454652882 -2.872797729407932 1.9835979094084704 0.4789893267597609 0.7868446326595046 0.2933693884459059 -0.25569347044466345
139 13.5515718326696 -2.2784828520350233 2.636383986245015 0.3755044436684663 0.8451466871708114 0.3084429438328052 -0.22268013011760146
140 12.960359536022168 -1.8131820714183258 3.183146217394897 0.3231972841339223 0.8024647126129275 0.4464426435106356 -0.22865446987702717
141 12.903784260700206 -1.8235806883794103 3.2664522018032485 -0.24106912765544558 0.7959310335398332 0.510769045778656 0.21793220829885598
142 12.177889041754746 -1.936206005668082 2.6090744130453127 -0.3244683386328685 0.7321546127132358 0.5857253801752281 0.1248827423071053
143 12.110998150601924 -1.9417591576937945 2.607342596246777 0.7627261213285482 -0.2948980173157754 -0.33326072326497924 -0.4692774377223317
144 12.702797440304018 -2.1115303524667692 1.8112966745446717 -0.7388522220764228 0.3010344940059061 0.3144221217057743 0.5144068008234092
145 13.308388516218113 -2.219847605398169 0.9909973014942219 -0.7380156410634164 0.3451657634787726 0.26877385757074607 0.5137646569728309
146 13.92555153786399 -2.5161239667442823 0.21251612435294628 0.817033710965826 -0.34799069184049886 -0.19225310344446453 -0.41760883342399974
147 14.592935671177338 -2.9164986912538824 -0.3290056711522447 0.7751004409338595 -0.3736382667435391 -0.12705896618062665 -0.49342656110320077
148 15.367987914701237 -3.418682375498214 -0.939998551581199 -0.7625340131122028 0.30606254710257946 0.24994590362765398 0.5122447084820266
149 15.366981564759648 -3.379791508771403 -1.029830175236708 0.6909295127574658 -0.5908531867137833 0.40122292485142275 -0.11193339414386896
150 15.425504388502757 -4.284963919282554 -0.5421144166628089 0.7068319320752913 -0.624616795810729 0.23343801047251742 -0.23611262875263803
151 15.516991099636884 -4.278458735659908 -0.5348158215369259 -0.7338833909299606 0.2649777470506443 0.3322364137988281 0.529925397986548
152 15.539979418860272 -4.277258579566011 -0.5328479372212712 -0.11783165385095194 0.4439786589521638 0.01966140556992127 0.8880383329996531
153 16.19595285744812 -4.288939466210621 -1.2801733000011597 -0.08643803694457389 0.4573019499007615 -0.05608926199325732 0.8833217913507974
154 16.766628170982965 -4.515165915564465 -2.1125010949005563 -0.19770392288647767 0.3865435704401362 -0.05124731283726392 0.8993725256831281
155 16.676081705635347 -4.490632704512845 -2.152921646145837 -0.33343417897527333 0.19082338762240655 -0.7245931379941687 0.5721650700620905
156 16.535556832553148 -5.474832052855584 -1.8764399588229967 -0.38091369630309496 0.15284342261625247 -0.6735385044723518 0.6147271973199276
157 16.625149463969816 -5.4501059871686275 -1.838803797055533 -0.12973941228450703 -0.5553534662766441 0.7533776182313343 -0.32737192418206695
158 15.851223288942284 -5.7705698124713845 -2.4793718427301696 -0.10403913771727205 -0.46297635443689805 0.8338055236236146 -0.28212958340116673
159 14.984972827200565 -6.188705869662235 -2.928774724273722 0.08839419787865327 -0.33006121425263635 0.8988146298765511 -0.274551127747352
160 14.24323161395444 -6.738958919623902 -3.0318606063177964 -0.007478082157033137 0.09724120845827719 0.9816243529752461 -0.16401785058571083
161 13.195516384389144 -7.024812173978368 -3.160700090755091 -0.17129371741584873 0.7051334155629077 0.6853942623692397 0.06066328166010482
162 12.134869347335373 -7.275352681054509 -3.5345143313121707 -0.15881300131547904 0.8543792651907074 0.2650947571699435 0.41777897451447393
163 11.480368469126477 -7.262045348912971 -4.388201759414195 -0.00022813809193937697 0.8494997143646428 -0.2125630817944989 0.48287381323222145
164 10.943752617611871 -7.513839411941598 -5.228453983905769 0.27036303643732207 0.6540171955073312 -0.6003890420966499 0.37242225314739597
165 10.289757669172229 -7.672645364176785 -6.054113357726188 0.18076969256242817 0.5930541118689214 -0.5603563426433583 0.549190229251766
166 9.93958441301686 -8.08804907705306 -6.925788777145519 -0.25720499536609875 -0.604224083644915 0.6229168910958102 -0.4251275030972662
167 9.916326761795727 -8.229167372071078 -6.910545918836743 0.7560936854595139 0.5886666374959769 -0.25614545399275307 -0.1272141309221358
168 10.149457955162521 -7.233457804032654 -7.20334089161985 0.7349064492805275 0.5729111926405648 -0.34894451804688575 -0.09961425338815638
169 10.317972352413696 -6.402788127384032 -7.583462355563752 0.732732580279919 0.6000074768680325 -0.3142686438459901 -0.06579675519350142
170 10.310366093546836 -6.44534893604593 -7.653714816310943 -0.7545075790820067 -0.3165750165533432 -0.13125712756716137 0.5597054032836203
171 11.098917460116663 -6.0547491324780625 -7.121554482443517 -0.7673919269822668 -0.3147611103574287 -0.24638660797926265 0.5013269524147631
172 11.70108061568149 -5.85589297899191 -6.401214970749905 0.7862750209610384 0.4173078532004114 0.23043804674351118 -0.39309547654865895
173 12.116835215083514 -5.341724633320316 -5.71101108059665 0.8247688231154582 0.3502626525689074 0.12374689158926244 -0.4263322289648429
174 12.055589075443383 -5.419758549069363 -5.64649939320921 0.22277956331261595 0.9065846552019249 0.2848953404090771 -0.21750442325581107
175 11.191200895045199 -5.138007348696353 -5.057737920260037 0.15717291626234445 0.897780560194262 0.20113946631073898 -0.35892848204495903
176 10.468213092895947 -5.047852584244167 -4.293225813873486 -0.14899870631188292 -0.7182059021275556 -0.17531736869569275 0.6566913185813775
177 10.405976909025872 -5.022903787030077 -3.308339047119101 0.13882471448073638 -0.5624007770808368 0.39027167158639947 0.7156263598732023
