# time x y z qx qy qz qw
0 3.94446366858083 3.1555962652012632 -8.967998481006711 -0.06333854139263227 -0.04778257311884473 -0.8152674026416645 0.5736236719926322
1 2.2559643099920064 1.1130777761616495 -8.30125537803267 0.3229714454356736 -0.0010177853226785588 0.9428562532399444 -0.08191761271279034
2 0.4170911843507773 0.5469494811127973 -7.4224230438715795 -0.21979945249084012 0.7148848079233492 -0.6391522451887394 -0.17919910589987995
3 -2.1203923612098254 -0.10564221162353613 -6.179705920992672 -0.17033702826656247 0.7481309574718465 -0.6058956004026803 -0.21018060968188687
4 -4.330853591664528 -0.6402491213638006 -5.039552163344545 -0.11982000671578472 0.7433589741538305 -0.6415100848744121 -0.14671541343709743
5 -5.839397688379256 -0.06922495214724364 -4.324318276830894 0.22726708347405916 -0.6094592962342752 0.7555513338894474 -0.07778959352441804
6 -7.05762355988777 -0.40663755487773 -3.929323634188378 0.136125548656442 -0.6638686481161401 0.7319255380298323 -0.0709454708291625
7 -7.248786518484335 -0.3608134111578189 -3.7630304123958283 -0.4587939583655336 -0.4567007449541627 0.635603547168038 0.42064315536212615
8 -6.820800475750843 -0.5201061165048665 -3.640179276195753 0.8104476715992904 -0.548205265548986 -0.010413986966296468 0.20624526006461424
9 -6.3999305372054955 -1.9188545506077077 -3.08254135972342 0.6320897290072651 -0.5084336495412364 0.1209496489728546 0.5721267175294693
10 -6.013260238575931 -2.6301207007472485 -1.720434917085015 0.6904396725170567 -0.48432728872021114 0.08063904477852862 0.5312414521408068
11 -5.9759391454463255 -2.891487338905783 -0.9667124587606523 0.8075234533325341 -0.19964038267982484 0.5550143494253151 -0.002943102673329974
12 -6.0897353180382705 -3.403190543622706 0.5065900018790399 0.934190554597948 -0.28956974944408376 0.20109332648194095 -0.05476168324016587
13 -6.488435306481352 -3.5044908015165377 1.3444997458868084 0.5227629403341243 -0.26276968749137114 0.7805301254879962 0.22009934746518647
14 -7.409828857090339 -3.4506341413434436 2.9939541248603434 0.4280411757493584 -0.5315339526081306 0.5567111689739639 0.47362969018794315
15 -8.393875478599057 -3.2588879914372004 3.3881891790163516 0.779868664503917 -0.23725310895192095 -0.401023440738499 0.41796653980406173
16 -8.969355799705433 -3.152010358863599 2.0987911255788694 0.5650959574359522 0.6684774493473986 -0.4705638991804821 -0.11123882142310736
17 -9.959842202215011 -1.5099172123712448 0.798334959119117 0.38291751505509597 0.8254429586192359 -0.16771827879777446 -0.3793266108343373
18 -11.056292842391878 0.06128571971443447 -1.5484892251396292 0.1193113742947027 -0.1589067647075158 -0.2155000454979256 0.9560717371016109
19 -12.187944642544272 0.6869132472294456 -3.855088904610615 0.027218952678163936 -0.3402394294398861 -0.06516849728504236 0.9376829561376991
20 -14.37903276107685 1.0099375081841646 -7.222566817550119 -0.5046570494332349 -0.6062110199368254 -0.2633401899091342 0.5554110245062809
21 -15.073777798435705 2.944672557621537 -1.9549465548587817 -0.6647539906556381 -0.4772855429350635 -0.267002577663256 0.5089305118911261
22 -14.532836048505128 3.1071969531116976 1.9967893773715497 0.22106394982490474 -0.61372250171866 0.16286585695421937 0.740236538959385
23 -13.898597062449726 3.0844414830697193 4.577342373597993 0.7603717431558601 -0.3508837946782916 0.3767447127577985 0.3959530227834176
24 -13.083297851193668 3.0638587956254177 6.545797195485784 0.6562185990904498 0.6439798017232256 0.15880867572359067 -0.35978739513107166
25 -12.198247396034764 2.4439656502714526 6.692479079716659 -0.7483921079163254 0.03424487819470208 0.31853640983873527 0.5807504599507763
